Proposal Name,Name,Unit Type,No of Desks,Centre: Name,Contract Number,Status,Account Name,Account Owner,Centre,Duplicate Check
BLR/EW/01092/2,BLR/EW/CPGF/157.3,Bike Parking,49,RMZ EcoWorld,1234,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01092/2,BLR/EW/CPGF/157.4,Bike Parking,49,RMZ EcoWorld,1234,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01092/2,BLR/EW/CPGF/158.1,Bike Parking,49,RMZ EcoWorld,1234,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01092/2,BLR/EW/CPGF/158.2,Bike Parking,49,RMZ EcoWorld,1234,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01419/1,BLR/EW/VO/00/010,Virtual Office,0,RMZ EcoWorld,1380,Activated,Leadstrategus,Rumpa Das,RMZ EcoWorld,
BLR/EW/00686/1,BLR/EW/DD/01/050,Dedicated Desk,2,RMZ EcoWorld,701,Activated,AB Fortune Consultants,Rumpa Das,RMZ EcoWorld,
BLR/EW/00686/1,BLR/EW/DD/01/051,Dedicated Desk,2,RMZ EcoWorld,701,Activated,AB Fortune Consultants,Rumpa Das,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPB2/237,Car Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPB2/238,Car Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPB2/239,Car Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPB2/240,Car Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPB2/241,Car Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/MP319,Car Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/MP320,Car Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/MP321,Car Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/MP322,Car Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/244.4,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/244.3,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/245.1,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/245.2,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/245.3,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/245.4,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/246.1,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/CPB1/244.2,Bike Parking,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00752/1,BLR/EW/FD/00/037,Flexible Desk,1,RMZ EcoWorld,748,Activated,"Bloom, The Centre For Child Development",Rumpa Das,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/PS/00/012,Private Studio,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/PS/00/018,Private Studio,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/PS/00/019,Private Studio,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/152.3,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/152.4,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/153.1,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/153.2,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/153.3,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/153.4,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/154.1,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00844/3,BLR/EW/CPGF/154.2,Bike Parking,16,RMZ EcoWorld,877,Formal Notice Given,Prowareness software services,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00758/1,BLR/EW/FD/01/036,Flexible Desk,1,RMZ EcoWorld,721,Month on Month,Manish Malik,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/00914/1,BLR/EW/FD/01/015,Lounge,1,RMZ EcoWorld,828,Activated,Newtechways,Rumpa Das,RMZ EcoWorld,
BLR/EW/01199/1,BLR/EW/DD/01/030,Dedicated Desk,1,RMZ EcoWorld,952,Activated,OP Technologies Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/00919/1,BLR/EW/PS/02/029,Private Studio,16,RMZ EcoWorld,898,Activated,Enstoa India Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/00683/1,BLR/EW/FD/00/032,Flexible Desk,1,RMZ EcoWorld,667,Month on Month,Santosh Sharan,Rumpa Das,RMZ EcoWorld,
BLR/EW/02530/1,BLR/EW/DD/01/071,Dedicated Desk,1,RMZ EcoWorld,2093,Activated,Sandeep Dhariwal,Pradheep Kumar,RMZ EcoWorld,
BLR/EW/00687/1,Community Lounge,Lounge,2,RMZ EcoWorld,675,Activated,Aicumen Innovations Private Limited,Khursheed Alem Khan,RMZ EcoWorld,
BLR/EW/01412/1,BLR/EW/PS/01/019,Private Studio,44,RMZ EcoWorld,1131,Activated,The Boston Consulting Group (India) Private Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01412/1,BLR/EW/PS/01/037,Private Studio,44,RMZ EcoWorld,1131,Activated,The Boston Consulting Group (India) Private Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01161/1,Mail and Package Handling,Mail and Package Handling,0,RMZ EcoWorld,925,Activated,ANSTOWIN TEST PRIVATE LIMITED,Raksha Hegde,RMZ EcoWorld,
BLR/EW/01176/1,BLR/EW/CPB1/252,Car Parking,0,RMZ EcoWorld,940,Activated,SASSIST IO INDIA PRIVATE LIMITED,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00614/1,BLR/EW/FD/00/023,Flexible Desk,6,RMZ EcoWorld,600,Month on Month,Shopinbox Inc.,Rumpa Das,RMZ EcoWorld,2
BLR/EW/01204/1,BLR/EW/DD/02/001,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/002,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/003,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/004,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/005,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/006,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/007,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/008,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/009,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/010,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/011,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/012,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/013,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/014,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/015,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/016,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/017,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/018,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/020,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/021,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/022,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/023,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/024,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/025,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/026,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/027,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/028,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/029,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/030,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/031,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/032,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/019,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/033,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/034,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/035,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/036,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/037,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/038,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/039,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/040,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/043,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/044,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/045,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/046,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/047,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/048,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/049,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/050,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/041,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01204/1,BLR/EW/DD/02/042,Dedicated Desk,52,RMZ EcoWorld,1078,Activated,Bharti Airtel Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01591/1,BLR/EW/FD/00/023,Flexible Desk,10,RMZ EcoWorld,1345,Activated,Stockal,Raghu Ram,RMZ EcoWorld,2
BLR/EW/00582/1,Community Lounge,Lounge,1,RMZ EcoWorld,551,Activated,Lavelle Networks,Auguste Pocuinaite,RMZ EcoWorld,
BLR/EW/00614/1,BLR/EW/FD/00/024,Flexible Desk,6,RMZ EcoWorld,600,Month on Month,Shopinbox Inc.,Rumpa Das,RMZ EcoWorld,2
BLR/EW/00787/1,BLR/EW/CP3/241,Car Parking,6,RMZ EcoWorld,741,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/00787/1,BLR/EW/PS/01/012,Private Studio,6,RMZ EcoWorld,741,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/00787/1,BLR/EW/FD/01/024,Flexible Desk,6,RMZ EcoWorld,741,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/00787/1,BLR/EW/FD/01/011,Flexible Desk,6,RMZ EcoWorld,741,Activated,Keystride,Rumpa Das,RMZ EcoWorld,
BLR/EW/01591/1,BLR/EW/FD/00/024,Flexible Desk,10,RMZ EcoWorld,1345,Activated,Stockal,Raghu Ram,RMZ EcoWorld,2
BLR/EW/00614/1,BLR/EW/FD/00/026,Flexible Desk,6,RMZ EcoWorld,600,Month on Month,Shopinbox Inc.,Rumpa Das,RMZ EcoWorld,2
BLR/EW/00435/1,BLR/EW/FC/00/008,Flexible Chair,1,RMZ EcoWorld,791,Activated,Lithium Technologies India R&D Pvt. Ltd,Rumpa Das,RMZ EcoWorld,
BLR/EW/01301/1,BLR/EW/PS/01/022,Private Studio,53,RMZ EcoWorld,1230,Activated,The Boston Consulting Group (India) Private Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01301/1,BLR/EW/PS/01/024,Private Studio,53,RMZ EcoWorld,1230,Activated,The Boston Consulting Group (India) Private Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01301/1,BLR/EW/PS/01/025,Private Studio,53,RMZ EcoWorld,1230,Activated,The Boston Consulting Group (India) Private Ltd,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/00543/1,Virtual Receptionist,Virtual Receptionist,0,RMZ EcoWorld,528,Activated,Parexel,Rumpa Das,RMZ EcoWorld,
BLR/EW/02149/1,BLR/EW/PS/01/004,Private Studio,30,RMZ EcoWorld,1881,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/02149/1,BLR/EW/PS/01/009,Private Studio,30,RMZ EcoWorld,1881,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/02149/1,BLR/EW/PS/01/010,Private Studio,30,RMZ EcoWorld,1881,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01591/1,BLR/EW/FD/00/026,Flexible Desk,10,RMZ EcoWorld,1345,Activated,Stockal,Raghu Ram,RMZ EcoWorld,2
BLR/EW/00614/1,BLR/EW/FD/00/029,Flexible Desk,6,RMZ EcoWorld,600,Month on Month,Shopinbox Inc.,Rumpa Das,RMZ EcoWorld,2
BLR/EW/00475/1,BLR/EW/DD/01/057,Dedicated Desk,4,RMZ EcoWorld,737,Month on Month,Wissen,Rumpa Das,RMZ EcoWorld,
BLR/EW/00475/1,BLR/EW/DD/01/058,Dedicated Desk,4,RMZ EcoWorld,737,Month on Month,Wissen,Rumpa Das,RMZ EcoWorld,
BLR/EW/00544/1,Telephony 1st Floor,Telephony,0,RMZ EcoWorld,526,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/02489/1,BLR/EW/DD/01/067,Dedicated Desk,4,RMZ EcoWorld,2085,Activated,Sandeep Kumar Nadanalige,Antoinette Monisha,RMZ EcoWorld,
BLR/EW/02693/1,BLR/EW/DD/01/049,Dedicated Desk,1,RMZ EcoWorld,2185,Activated,RR DONNELLEY INDIA OUTSOURCED PRIVATE LIMITED,Rumpa Das,RMZ EcoWorld,
BLR/EW/02819/1,BLR/EW/FD/01/019,Flexible Desk,1,RMZ EcoWorld,2271,Formal Notice Given,Pooja Maggu,Rumpa Das,RMZ EcoWorld,
BLR/EW/00543/1,Mail and Package Handling,Mail and Package Handling,0,RMZ EcoWorld,528,Activated,Parexel,Rumpa Das,RMZ EcoWorld,
BLR/EW/00459/1,BLR/EW/PS/01/043,Private Studio,12,RMZ EcoWorld,848,Activated,Wissen,Rumpa Das,RMZ EcoWorld,
BLR/EW/00476/1,Community Lounge,Lounge,1,RMZ EcoWorld,469,Month on Month,Elcinco Inc,Khursheed Alem Khan,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/PS/00/013,Private Studio,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/00843/1,BLR/EW/PS/00/015,Private Studio,16,RMZ EcoWorld,782,Formal Notice Given,Agile Cockpit Software services Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/03084/1,BLR/EW/CPGF/157.2,Bike Parking,0,RMZ EcoWorld,2456,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/03084/1,BLR/EW/CPB2/973,Car Parking,0,RMZ EcoWorld,2456,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/03084/1,BLR/EW/CPB2/974,Car Parking,0,RMZ EcoWorld,2456,Activated,Sixt R&D Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01591/1,BLR/EW/FD/00/029,Flexible Desk,10,RMZ EcoWorld,1345,Activated,Stockal,Raghu Ram,RMZ EcoWorld,2
BLR/EW/02028/1,BLR/EW/FD/00/030,Flexible Desk,40,RMZ EcoWorld,1855,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,RMZ EcoWorld,2
BLR/EW/02539/1,BLR/EW/CPGF/148.3,Bike Parking,0,RMZ EcoWorld,2081,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/02539/1,BLR/EW/CPGF/148.4,Bike Parking,0,RMZ EcoWorld,2081,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/02539/1,BLR/EW/CPGF/149.4,Bike Parking,0,RMZ EcoWorld,2081,Activated,Viacom 18 Media Pvt. Ltd.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01591/1,BLR/EW/FD/00/030,Flexible Desk,10,RMZ EcoWorld,1345,Activated,Stockal,Raghu Ram,RMZ EcoWorld,2
BLR/EW/01487/1,BLR/EW/CPB1/MP311,Car Parking,10,RMZ EcoWorld,1222,Activated,DIGITALDOT CONSULTANCY INDIA PVT. LTD.,Rumpa Das,RMZ EcoWorld,
BLR/EW/01576/1,BLR/EW/FD/00/002,Flexible Desk,1,RMZ EcoWorld,1270,Activated,CaterNinja Internet Food LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01615/1,BLR/EW/PS/03/001,Private Studio,81,RMZ EcoWorld,1267,Activated,InfraHedge Services India Pvt Ltd,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01614/1,BLR/EW/PS/03/002,Private Studio,426,RMZ EcoWorld,1266,Activated,State Street Corporate Services Mumbai Private Limited,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01710/1,BLR/EW/PS/00/001,Private Studio,81,RMZ EcoWorld,1391,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01710/1,BLR/EW/PS/00/002,Private Studio,81,RMZ EcoWorld,1391,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01710/1,BLR/EW/PS/00/003,Private Studio,81,RMZ EcoWorld,1391,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01710/1,BLR/EW/PS/00/004,Private Studio,81,RMZ EcoWorld,1391,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01710/1,BLR/EW/PS/00/005,Private Studio,81,RMZ EcoWorld,1391,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01465/1,BLR/EW/PS/02/054,Private Studio,28,RMZ EcoWorld,1178,Activated,Halliburton Technology Center,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01465/1,BLR/EW/PS/02/055,Private Studio,28,RMZ EcoWorld,1178,Activated,Halliburton Technology Center,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01465/1,BLR/EW/PS/02/056,Private Studio,28,RMZ EcoWorld,1178,Activated,Halliburton Technology Center,Imaad Ahmed,RMZ EcoWorld,
BLR/EW/01681/1,BLR/EW/DD/00/007,Dedicated Desk,2,RMZ EcoWorld,1326,Activated,Basant Sahoo,Rumpa Das,RMZ EcoWorld,
BLR/EW/02028/1,BLR/EW/FD/00/035,Flexible Desk,40,RMZ EcoWorld,1855,Activated,Unbox Technologies Pvt Ltd,Raghu Ram,RMZ EcoWorld,2
BLR/EW/01686/1,BLR/EW/PS/01/016,Private Studio,6,RMZ EcoWorld,1327,Activated,Softomotive,Rumpa Das,RMZ EcoWorld,
BLR/EW/01724/1,BLR/EW/PS/00/006,Private Studio,36,RMZ EcoWorld,1705,Activated,JEBPO SERVICES LLP,Rumpa Das,RMZ EcoWorld,
BLR/EW/01444/1,BLR/EW/PS/02/003,Private Studio,4,RMZ EcoWorld,1343,Activated,ALTSHIFTCAP TECHNOLOGY AND DIGITAL SERVICES PRIVATE LIMITED,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01444/1,BLR/EW/CPGF/160.2,Bike Parking,4,RMZ EcoWorld,1343,Activated,ALTSHIFTCAP TECHNOLOGY AND DIGITAL SERVICES PRIVATE LIMITED,Smriti Gautam,RMZ EcoWorld,
BLR/EW/01444/1,Telephony 1st Floor,Telephony,4,RMZ EcoWorld,1343,Activated,ALTSHIFTCAP TECHNOLOGY AND DIGITAL SERVICES PRIVATE LIMITED,Smriti Gautam,RMZ EcoWorld,
